display arm: ATTACHED to persistent dev display :99 (devdisplay.sh), GUI_GATE=0
PASS     | test_accelerators
ok:   NT23 0665 the record is RESET at notify's FIRST statement, before option parsing and before the latch gate: a raise in OPTION PARSING leaves an EMPTY record, never the previous call's
ok:   NT24 0664 the degradation claim is a MEASUREMENT, not an assumption: the LIVE four-sink channel reads 0, an ABSENT ::xschem::notify reads 1, and the bootstrap wrapper INSTALLED (never called) reads 1
xschem: NOTICE CHANNEL FAULT: invalid command name "xschem::notify_record". Measured: the live xschem::notify is the full channel, not the log-only fallback. NOT measured, and therefore NOT claimed: which sinks any later notice reaches -- if this cause persists, later notices can keep missing a sink with no further word.
xschem: NT25 the channel raised AFTER delivering and that is not a degradation
ok:   NT25 0664 a raise AFTER the sinks fired is a FAULT, not a degradation: the LOG-ONLY claim is NOT made while the four-sink channel is alive, and the degraded latch is left unburnt for the state that really needs it
xschem: NOTICE CHANNEL DEGRADED: no durable log is open (--nolog, or --nogui with no --logdir), so notices reach STDERR ONLY from here on (no CIW pane, no status field, no popup, no remedy). Cause: invalid command name "::xschem::notify"
xschem: NT26 the channel is genuinely gone and must say so
ok:   NT26 0664 the GENUINE degradation still announces itself after NT25's fault -- a false positive must never eat the real announcement
xschem: notice channel unavailable: invalid command name "::xschem::notify_safe"
xschem: notice channel unavailable: invalid command name "::xschem::notify_safe"
ok:   NT27 0666 neither delegate RAISES INTO ITS CALLER when notify_safe is gone, and the 0 they return is TRUE -- the witness is byte-identical before and after, so nothing was delivered and nothing pretends it was
ok:   NT28 0666 BOTH delegates carry the guarantee in their own body (a catch and a last-resort stderr line), not merely by NT27's grace
ok:   NT29 0665 I1 ONE ACCOUNT: after a healthy notice the surviving record IS the witness's own `sinks` list, so the two cannot drift
note: NTD ok  status = {0}
note: NTD bad status = {0}
ok:   NTD1 0658 a child on a NORMAL share farm exits 0, its durable log carries the notice, and it announces NO degradation
ok:   NTD7 0658 the broken farm really loses ciw.tcl (::ciw_echo present on the normal farm, ABSENT on the broken one)
ok:   NTD2 0658 R1 a child whose ciw.tcl FAILS TO SOURCE still starts (exit 0, not SIGSEGV) and ase::echo's line IS in the durable log
ok:   NTD3 0658 R2 the same degraded child writes wviewer::echo's line to the durable log too
ok:   NTD4 0658 R4 the degraded-state announcement appears EXACTLY ONCE in the whole log, while all five volume notices are still logged
ok:   NTD5 0658 in the degraded child notify_latch_ok answers 1 and rearm/reset do not raise, so ase::op_cards_nudge_* survives
ok:   NTD6 0658 the degraded child SAYS SO and names ciw.tcl as the cause (a caught source is not a silent continue)
note: NTD8 child status = {0}
ok:   NTD8 0665 R1 with notify_record renamed away the channel raises at its LAST statement, after every sink -- and ONE ase::echo leaves EXACTLY ONE durable line in a session whose channel is demonstrably ALIVE
ok:   NTD9 0664/0665 G1+G5 the notice made with the channel ENTIRELY GONE still leaves exactly one durable line, exactly ONE degradation is announced and it names the MISSING COMMAND, and the late raise is announced separately as a FAULT
note: NTD9 the DEGRADED line = {#! NOTICE CHANNEL DEGRADED: notices are LOG-ONLY from here on (no CIW pane, no status field, no popup, no remedy). Cause: invalid command name "::xschem::notify"}
note: NTD9 the FAULT line = {#! NOTICE CHANNEL FAULT: xschem::notify raised AFTER delivering to {ciw log}: invalid command name "xschem::notify_record". Measured: the live xschem::notify is the full channel, not the log-only fallback. NOT measured, and therefore NOT claimed: which sinks any later notice reaches -- if this cause persists, later notices can keep missing a sink with no further word.}
ok:   NTD10 0666 with the WHOLE ::xschem namespace deleted at RUNTIME neither delegate raises into its caller: the child exits 0, the session survives, both answer {0 0} -- rc 0 and an honest 0 sinks -- and the last resort says so on stderr
note: NTD11 child status = {0}
ok:   NTD11 0664 a ciw.tcl that fails at its END leaves the channel FULLY LIVE: the four-sink notify and ::ciw_echo are both there, the notice reaches the durable log, and the startup failure is announced as a FAULT NAMING ciw.tcl -- never as the LOG-ONLY degradation claim, which would be false in every clause
ok:   NTD12 0664 G5 the FAULT does NOT burn the degraded latch: when the same child then loses the channel for real, the LOG-ONLY announcement fires exactly once and names the MISSING COMMAND
note: NTD12 the DEGRADED line = {#! NOTICE CHANNEL DEGRADED: notices are LOG-ONLY from here on (no CIW pane, no status field, no popup, no remedy). Cause: invalid command name "::xschem::notify"}
note: NTD12 the FAULT line = {#! NOTICE CHANNEL FAULT: src/ciw.tcl failed to source: 0664 deliberate failure at the END of ciw.tcl. Measured: the live xschem::notify is the full channel, not the log-only fallback. NOT measured, and therefore NOT claimed: which sinks any later notice reaches -- if this cause persists, later notices can keep missing a sink with no further word.}
RESULT: 1 FAILED (181 passed)

###### FAIL: test_ase_window ######
Using run time directory XSCHEM_SHAREDIR = /home/analog/dev/xschem-claude/src
Sourcing /home/analog/dev/xschem-claude/src/xschemrc init file
ok:   H1 design lib
ok:   H1 design cell
ok:   H1 design view points at the schematic
ok:   H1 fresh session not dirty
ok:   H2 dirty after update
ok:   H2 saved file contains the new Vgs value
ok:   H2 clean after save
ok:   H3 dirty after second update
ok:   H3 revert restores the saved variables
ok:   H3 clean after revert
ok:   H3 session_load re-reads the file from disk
ok:   H4 existing view -> 1
ok:   H4 session registered by open_state
ok:   H4 missing view throws no error
ok:   H4 missing view -> 0
ok:   H5 allocator returns integers
ok:   H5 second call == first+1 (counter advances)
ok:   H5 numbers start at/after the editor floor (>= 3)
ok:   H6 backend_names contains ngspice
ok:   T1 run_existing without a netlist artifact raises
ok:   T1 error points at Netlist > Recreate
ok:   P2 output_display_name prefers the user name
ok:   P2 unnamed short expr shown whole
ok:   P2 unnamed long expr truncated to 21+...
ok:   P2 truncated form is exactly 24 chars
ok:   P3 output_kind v(net) -> voltage
ok:   P3 output_kind -i(v1) -> current
ok:   P3 save_options_cell voltage+save_all_v -> allv
ok:   P3 current+save_all_i -> alli
ok:   P3 blanket off -> blank
ok:   P4 arg_summary dc row
ok:   W1 open_state -> 1
ok:   W1 window_for returns a live toplevel
ok:   W1 toplevel named .ase<N>
ok:   W1 v2 title Analog Sim Environment <design cell>
ok:   W1 no log pane in the session window
ok:   W1 temperature entry shows 27
ok:   W1 toplevel panel background #f2f2f2
ok:   W1 named fonts exist
ok:   W1 pane title dark-red accent
ok:   W1 temperature entry white + AseEntryFont
ok:   W1m menubar cascades in order
ok:   W1m Launch cascade disabled
ok:   W1m Tools cascade NOT disabled
ok:   W1m Tools menu entries
ok:   W1m Tools Waveform Viewer NOT disabled
ok:   W1m Tools Waveform Viewer command
ok:   W1m Tools Calculator NOT disabled (item 13: live)
ok:   W1m Tools Calculator command is the bare calc::open
ok:   W1m2 0930 the menu-pick log interceptor is installed AND an ASE-L menubar pick routes through it, carrying the entry's own command
ok:   W1m Results Direct Plot NOT disabled (item 13: live)
ok:   W1m Results Direct Plot has a command
ok:   W1a1 both Annotate entries are checkbuttons, not commands
ok:   W1a2 they are wired to the session-keyed ticks and to ase::ui::annot_apply
ok:   W1a3 the Annotate submenu re-derives on open (-postcommand)
ok:   W1a4 both are BUILT -state disabled (nothing is live before the predicate is asked)
ok:   W1a18 issue 0868: a THIRD Annotate entry, a checkbutton on the session-keyed tick, built disabled
ok:   W1a18b the Annotate submenu carries exactly these three entries, in this order
ok:   W1m Simulation menu entries
ok:   W1m Netlist cascade entries
ok:   W1m Session menu entries (v2, no Revert)
ok:   W1r 0653 R-0653-d the Outputs cascade and its Save All entry are built FROM the shared label constants (live widget == constant)
ok:   W1u 0653 R-0653-d the Save All dialog's OP-parameters checkbutton is built FROM the shared constant, parenthetical included
ok:   W1t 0653 R-0653-d REQ 2: the printed menu path is exactly the three LIVE labels, in order -- no dropped ellipsis, no missing cascade level
ok:   W1v2 0679 the printed remedy names a key the session is REGISTERED under (the state view), not the design view it was built from
ok:   W1v 0679 THE USER'S GESTURE: pasting the printed remedy leaves the LIVE Outputs > Save All checkbutton TICKED (read off the widget's own -variable, never from the remedy's return value)
ok:   W1w 0679 THE MENU'S OWN OK PATH REPORTS THE SAME TRUTH: OK on a session that is gone returns 0 and says so exactly once; OK on a live one returns 1 and says nothing -- and both still close the dialog
ok:   W1x 0692 THE OTHER ORDER: a Save All dialog opened BEFORE the printed remedy and OK'd after it must NOT write its stale snapshot back -- the gate the remedy turned on is still on, and the checkbutton the user is looking at agrees with it (3rd term = 0695, flipped from its pinned 0)
ok:   W1y 0692 NON-VACUITY: with no external write at all, a box ticked BY HAND in the open dialog still commits on OK, and a hand un-tick still turns it back off
ok:   W1z 0692 the OK reconcile is PER-FIELD: the box the user ticked by hand wins AND the box an external write moved behind the dialog survives, in one OK, with the untouched third blanket left exactly as it was
ok:   W1za 0692 THE ESC ARM: a dialog whose boxes the user never touched emits NO discard notice and re-arms NO nudge when an EXTERNAL write moved the gate behind it (and the gate stays on) -- while a REAL hand tick dropped by the same gesture is still reported exactly once, naming the box
ok:   W1za2 0692 the W1za latch precondition, so its `no re-arm` term cannot pass on a dead latch: take, hold, and the HAND arm really does re-arm
ok:   W1zc 0695 THE OTHER EXTERNAL WRITER: a `Session > Load State` behind an open Save All must MOVE the checkbuttons it moved -- the OP gate box down AND the `Save all voltages` box up -- and OK must then write exactly what those boxes are showing
ok:   W1zc2 0695 acceptance row 4: what OK wrote EQUALS what the checkbutton was displaying when it was pressed
ok:   W1zf 0695/0696 an external write that MOVES a box is not a hand tick: neither the touched set nor the discard set names a field the user never touched
ok:   W1zd 0696 THE ESC ARM STOPS LYING: a box the user ticked BY HAND that an external write ALSO set to the same value is NOT reported as discarded and does NOT re-arm the OP-card nudge -- the gate is on, and it stays on
ok:   W1ze 0695 A FOLLOWED BOX THE USER THEN TICKS BACK BY HAND STILL WINS: the box follows the import down, the user ticks it back up, and OK writes the tick -- a `touched` defined as a diff against the as-opened value loses it silently
ok:   W1zg 0695 the session-notify hook is the ONE seam the follow hangs off, and the refresh it must call is a real proc
ok:   W1zb 0695 record hygiene: save_all_close leaves NO dlg record for this key -- allv, alli, opparams AND the touched set -- and no as-opened seed record is created in the first place
ok:   W1p exactly the three v2 panes
ok:   W1p no inline add/del buttons under the panes
ok:   W1p variables columns
ok:   W1p analyses columns
ok:   W1p outputs columns
ok:   W1p analyses rows numbered 1..4
ok:   W1p variables pane has a Vgs row
ok:   W1p Vgs row shows 1.8
ok:   W1p outputs pane has the id row
ok:   W1p id output row Value blank pre-run
ok:   W1p id Save Options blank while blankets off
ok:   W1p treeview themed (style Ase.Treeview)
ok:   W1p heading strip carries the locked header color
ok:   W1s strip buttons in order
ok:   W1s plot button normal (item 13: ~ live)
ok:   W1c vars context menu entries
ok:   W1c ana context menu entries
ok:   W1c outs context menu entries
ok:   W2 re-open returns 1
ok:   W2 same toplevel
ok:   W2 still exactly one .ase* toplevel
ok:   W2 no number consumed by the re-open (delta == the probe only)
ok:   W3 double-click opens the variable editor
ok:   W3 editor prefilled with the row name
ok:   W3 editor prefilled with the row value
ok:   W3 editor closed on Return
ok:   W3 title gained the dirty marker
ok:   W3 session dirty after widget commit
ok:   W3 tree shows 2.2
ok:   W3 saved file contains the widget's value
ok:   W3 dirty marker gone after save
ok:   W3 session clean after save
ok:   W3 Vgs restored to 1.8 + saved
ok:   W3t session dirty after temperature commit
ok:   W3t status bar carries T=33 C
ok:   W3t saved file contains temperature 33
ok:   W3t non-numeric input keeps the stored temperature
ok:   W3t entry restored after invalid input
ok:   W3t temperature restored + saved
ok:   W3s variables row selected
ok:   W3s selecting in outputs clears the variables selection
ok:   W3c analyses pane has the dc row
ok:   W3c click toggles dc enabled in state
ok:   W3c save persists the toggle
ok:   W3c second click + save restores enabled 0
ok:   W3v = opens the Add Variable dialog
ok:   W3v add dialog closed on Return
ok:   W3v tmpA in the tree
ok:   W3v tmpA in the session state
ok:   W3v tmpB added too
ok:   W3v duplicate name rejected (state unchanged)
ok:   W3v duplicate add keeps the dialog up
ok:   W3v cancel closes the dialog
ok:   W3x X removed both rows from the state
ok:   W3x survivors intact
ok:   W3x X with empty selection is a clean no-op
ok:   W3o id row Save Options shows alli
ok:   W3o blanket off -> Save Options blank again
ok:   W3o session clean after the round trip
ok:   W3e add-variable 1.04e-4 shows 104u in the pane
ok:   W3e session state keeps the raw value
ok:   W3e saved state file stores the raw value
ok:   W3e saved state file has no formatted value
ok:   W3e gate off shows the raw scientific value
ok:   W3e gate back on shows 104u again
ok:   W3e double-click opens the variable editor
ok:   W3e editor prefill is the RAW value
ok:   W3e cleanup leaves the session clean
ok:   W3e cleanup restored the seeded variables
ok:   W4 design is now the current schematic
ok:   W4 window list has the design schematic
ok:   W4 design toplevel raised above the ASE window
ok:   W1a5f fixture: the design's window path resolved
ok:   W1a5 no results: the postcommand DISABLES both entries (poisoned to normal first)
ok:   W1a6 no results: the entry is disabled AND invoking it moves no mask
ok:   W1a7 results present: the postcommand ENABLES both entries (poisoned to disabled first)
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
ok:   W1a8 ticking OP info sets bit0 and PRESERVES bit1 (2 -> 3)
ok:   W1a9 unticking it clears bit0 and still preserves bit1 (3 -> 2): the off-ramp
ok:   W1a10 mask 2 is reachable from ASE-L (the three chords cannot make it)
ok:   W1a11 PULL: design mask 1 -> the ticks re-derive to {1 0} over a 9/9 poison
ok:   W1a12f fixture: the decoy tab is a foreign, CURRENT context
ok:   W1a12 FOREIGN PULL: the ticks report the DESIGN's mask (1), not the current one's (3)
ok:   W1a13 FOREIGN PUSH: the DESIGN's mask gains bit1, the decoy's is untouched
ok:   W1a14 unreachable design: NO context's mask moves, and the tick snaps back
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
ok:   W1a15 ticking a bit ON attaches the session's raw when the design has none
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_sentinel.raw
points=1, vars=2, datasets=1 sim_type=op
ok:   W1a16 the invoke ran (mask -> 2) AND a loaded database is never thrown away
ok:   W1a19 the postcommand enables and disables ALL THREE entries by ase::has_results
ok:   W1a20 PULL: a design mask of 4 re-derives the ticks to 0 0 1, and 6 to 0 1 1, over a 9/9/9 poison
ok:   W1a21 PUSH: ticking the third entry calls cadence::annot_tran and composes NO mask of its own
ok:   W1a22 unticking the third entry clears bit2 and PRESERVES the other two (6 -> 2, 5 -> 1)
ok:   W1a23 a REFUSED transient annotation leaves the mask alone and snaps the tick back
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
ok:   W1a24 issue 0684: a finished run repaints the schematic's numbers by itself, with the tick already on and no further gesture
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
free_rawfile(): clearing data
free_rawfile(): clearing data
raw_read(): no useful data found
extra_rawfile() read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw not found or no "op" analysis
free_rawfile(): clearing data
raw_read(): no useful data found
extra_rawfile() read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw not found or no "dc" analysis
free_rawfile(): clearing data
raw_read(): no useful data found
extra_rawfile() read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw not found or no "tran" analysis
ok:   W1a25 issue 0684: a finished run whose results cannot be read blanks the numbers and says so exactly once
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_sentinel.raw
points=1, vars=2, datasets=1 sim_type=op
ok:   W1a26 issue 0684: the fix does not change what the tick does to an empty design, nor to a database the user loaded from somewhere else
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0684_foreign.raw
points=2, vars=2, datasets=1 sim_type=tran
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
ok:   W1a27 issue 0684 defect B: an unrelated waveform graph no longer leaves the tick a dead control
free_rawfile(): clearing data
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
free_rawfile(): clearing data
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_ase_window_2909719/a0682_session.raw
points=1, vars=2, datasets=1 sim_type=op
ok:   W1a28 issue 0684: a run finishing while ANOTHER schematic is in front repaints the design's numbers, leaves the foreign tab holding nothing, and gives the user back the window they were looking at
free_rawfile(): clearing data
ok:   W1a29 landmine 17: when the context switch is silently refused the refresh declines instead of writing the numbers into whichever schematic happens to be in front
ok:   W1a17 teardown: decoy gone, design current, no raw attached, mask 0, predicate real
ok:   W5 Recreate produced the netlist artifact
ok:   W5 netlist textwindow opened (titled with the path)
ok:   W5 netlist viewer shows the device line (XM1)
ok:   W6 run started (integer execute id)
ok:   W6 log toplevel appears
ok:   W6 status orange while running
ok:   W6 status text Running
ok:   W6 log window non-empty
ok:   W6 log window has the Data Rows banner
ok:   W6 log window has the -i(v1) result line
ok:   W6 status light Green on success
ok:   W6 status text back to Ready
ok:   W6 log file written in the scratch rundir
ok:   W6 deck contains .temp 27
ok:   W6 id row Value filled after run
ok:   W6m0 decoy tab makes the design NOT the current schematic
ok:   W6m1 Netlist and Run does NOT unmap the design toplevel
ok:   W6m2 the run still made the design the current schematic
ok:   W6m3 the run started from a foreign context (integer id)
ok:   W6m3 the run from a foreign context exited 0
ok:   W6m4 design toplevel still mapped/normal after the run (weak row)
ok:   W6m5 the run brings the BURIED design window back to the front
ok:   W6m6 Session > Design Window still re-maps the design toplevel
ok:   W6m7 a HIDDEN design toplevel is still re-mapped
ok:   W6m8 decoy tab torn down, design current, window list back to pre-leg
ok:   W6b run-existing started
ok:   W6b run-existing exit 0
ok:   W6b netlist artifact still carries the sentinel
ok:   W6b deck carries the sentinel
ok:   W6c log toplevel open before Ctrl-W
ok:   W6c Ctrl-W destroyed the log window
ok:   W6c Simulation > Log reopened the window
ok:   W6c reopened log shows the log file content
ok:   W7 long tran started
FAIL: W7 simulator produced output before Stop -> {0} (exp {1}) : FAIL
ok:   W7 nonzero exit after Stop
ok:   W7 status light red after Stop
ok:   W7 status text Error after Stop
ok:   W7 execute pipe cleaned up
ok:   W7 revert leaves the session clean
ok:   W7v Tools > Waveform Viewer opened a viewer toplevel
ok:   W7v the viewer is a toplevel
ok:   W7v second invoke raises the SAME viewer
ok:   W7v no second viewer window
ok:   W7v Calculator invoke does not throw
ok:   W7v Calculator invoke opened .calc
ok:   W7v ...and it is a NEW toplevel, not one that was already there
ok:   W7v Calculator closed again, toplevel set back as it was
ok:   W7v viewer closed, registry clean
ok:   W8 toplevel destroyed
ok:   W8 window_for now empty
RESULT: 1 FAILED (227 passed)

###### FAIL: test_cadence_drag ######
Using run time directory XSCHEM_SHAREDIR = /home/analog/dev/xschem-claude/src
Sourcing /home/analog/dev/xschem-claude/src/xschemrc init file
ok:   fixture has instances
ok:   plain click selects instance 0
ok:   Shift+drag duplicates the instance (copy)
ok:   forced intuitive: plain drag moves the instance (intuitive_interface=0)
fluid_editing INVARIANT (P2): net label 'VCC' (l5) on net 'A' -- possible short/merge
fluid_editing INVARIANT (P1): 3 instance pin(s) changed net partition after move -- possible disconnect
fluid_editing INVARIANT (P2 device): instance 'm2' pins 1,3 were on distinct nets ('B','VCC'), now both on 'A' after move -- device short/merge
ok:   plain drag moves the gate
ok:   plain drag carries attached wires (enable_stretch=0)
fluid_editing INVARIANT (P1): 6 instance pin(s) changed net partition after move -- possible disconnect
fluid_editing INVARIANT (P2 device): instance 'm1' pins 0,1 were on distinct nets ('Z','A'), now both on 'A' after move -- device short/merge
fluid_editing INVARIANT (P2 device): instance 'm2' pins 1,3 were on distinct nets ('B','VCC'), now both on 'A' after move -- device short/merge
fluid_editing INVARIANT (P2 device): instance 'm2' pins 0,1 were on distinct nets ('Z','A'), now both on 'A' after move -- device short/merge
fluid_editing INVARIANT (P1): net label 'VCC' (l5) was on copper at move START and now touches none -- stranded, its net reverts to an auto #net name
ok:   Ctrl+drag moves the gate
FAIL: Ctrl+drag leaves wires behind (detached)
ok:   Ctrl+drag is a move not a copy (count unchanged)
fluid_editing INVARIANT (P1): 6 instance pin(s) changed net partition after move -- possible disconnect
fluid_editing INVARIANT (P2 device): instance 'm1' pins 0,1 were on distinct nets ('Z','A'), now both on 'A' after move -- device short/merge
fluid_editing INVARIANT (P2 device): instance 'm2' pins 1,3 were on distinct nets ('B','VCC'), now both on 'A' after move -- device short/merge
fluid_editing INVARIANT (P2 device): instance 'm2' pins 0,1 were on distinct nets ('Z','A'), now both on 'A' after move -- device short/merge
fluid_editing INVARIANT (P1): net label 'VCC' (l5) was on copper at move START and now touches none -- stranded, its net reverts to an auto #net name
ok:   non-cadence plain drag still moves the gate
FAIL: non-cadence plain drag leaves wires behind (enable_stretch=0 stock)
ok:   abutment fixture starts with no wire
ok:   plain cadence drag of abutted pin GENERATES a connecting wire
ok:   no-motion click on abutted instance leaves no stub wire
ok:   no-motion click on abutted (kissing) instance stays selected
ok:   Shift+copy after a no-kiss click draws no spurious wire
ok:   Shift+copy still duplicated the instance
ok:   cadence click-to-isolate still leaves exactly one selected
RESULT: 2 FAILED

###### FAIL: test_cosim_golden_e2e ######
Using run time directory XSCHEM_SHAREDIR = /home/analog/dev/xschem-claude/src
Sourcing /home/analog/dev/xschem-claude/src/xschemrc init file
ok:   GG1-golden-file-present (/home/analog/dev/xschem-claude/tests/headless/fixtures/cosim_e2e_counter.golden)
ok:   GG2-golden-record-count (got '72' want '72')
ok:   GG3-golden-parses-cleanly (badlines=0 records=72)
ok:   GG4-golden-signals (got 'TOP.counter.carry TOP.counter.half TOP.counter.next_count TOP.counter.phase TOP.counter.prev TOP.counter.tc' want 'TOP.counter.carry TOP.counter.half TOP.counter.next_count TOP.counter.phase TOP.counter.prev TOP.counter.tc')
ok:   GG5-golden-has-no-ports (TOP.counter.phase TOP.counter.half TOP.counter.tc TOP.counter.carry TOP.counter.prev TOP.counter.next_count)
ok:   GG10-identical-is-empty (72 records)
ok:   GG11-one-corrupted-value-is-reported (got '1' want '1')
ok:   GG11b-and-the-report-names-it ({VALUE TOP.counter.phase 50012 got 2 want 1})
ok:   GG12-a-missing-record-is-reported (got '1' want '1')
ok:   GG12b-missing-is-labelled-MISSING ({MISSING TOP.counter.next_count 1950011 (golden says 5)})
ok:   GG13-an-extra-record-is-reported (got '1' want '1')
ok:   GG13b-extra-is-labelled-EXTRA ({EXTRA TOP.counter.ghost 12345 (= 1)})
ok:   GG14-a-moved-edge-is-reported (got '2' want '2')
ok:   GG14b-moved-is-one-MISSING-and-one-EXTRA ({MISSING TOP.counter.phase 50012 (golden says 1)} {EXTRA TOP.counter.phase 50019 (= 1)})
ok:   GG15-empty-measurement-is-not-a-pass (got '72' want '72')
ok:   GE1-rundir (got '/home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run' want '/home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run')
ok:   GE2-netlist-written (/home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run/tb_counter_wrapper.spice)
ok:   GE3-deck-has-the-d_cosim-card 
ok:   GE4-one-code-block (got '1' want '1')
ok:   GE5-map-cell (got 'counter' want 'counter')
ok:   GE6-map-module (got 'counter' want 'counter')
ok:   GE7-map-vfile (got '/home/analog/dev/xschem-claude/xschem_libraries_oa/ngspice_verilog_cosim_ase/counter/verilog/counter.v' want '/home/analog/dev/xschem-claude/xschem_libraries_oa/ngspice_verilog_cosim_ase/counter/verilog/counter.v')
ok:   GE8-map-not-multi (got '0' want '0')
ok:   GE9-map-vcd (got 'tb_counter_wrapper_counter.vcd' want 'tb_counter_wrapper_counter.vcd')
ok:   GE10-artifact-cleared (exists=0 gone='/home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run/tb_counter_wrapper_counter.vcd' vcd=/home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run/tb_counter_wrapper_counter.vcd)
ok:   GE11-trace-policy-is-on (got '1' want '1')
ok:   GE12-build-script-found (got '/home/analog/dev/xschem-claude/tools/cosim/build_cosim_so.sh' want '/home/analog/dev/xschem-claude/tools/cosim/build_cosim_so.sh')
ok:   GE13-no--t-on-any-build-path 
ok:   GE14-build-status (got 'built' want 'built')
ok:   GE15-so-produced (/home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run/counter.so)
ok:   GE16-stamp-says-trace-1 (src /home/analog/dev/xschem-claude/xschem_libraries_oa/ngspice_verilog_cosim_ase/counter/verilog/counter.v trace 1 src_mtime 1788281815 src_size 1964 tool_mtime 1788281815 tool_size 5159 shim_mtime 1788281815 shim_size 13919
)
ok:   GE17-sim_args-rewritten (.model counter d_cosim simulation="./counter.so" sim_args=["tb_counter_wrapper_counter.vcd"] delay=0)
ok:   GE18-ngspice-ran (see /home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run/ngspice.log)
ok:   GE19-no-xspice-desync 
ok:   GE20-both-artifacts-exist (raw=1 vcd=1)
Raw file data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run/tb_counter_wrapper_ase.raw
points=200386, vars=13, datasets=1 sim_type=tran
VCD data read: /home/analog/dev/xschem-claude/tests/headless/.scratch/_cosime2e_2911583/run/tb_counter_wrapper_counter.vcd
points=80, vars=29, datasets=1, timescale=1e-12 s
ok:   GE21-two-dbs (got '2' want '2')
ok:   GE22-analog-is-current (got 'tran' want 'tran')
ok:   GE23-internal-is-not-in-the-raw 
ok:   GE23b-a-port-IS-in-the-raw 
ok:   GE24a-vcd-is-current (got 'vcd' want 'vcd')
ok:   GE24b-measured-record-count (got '72' want '72')
FAIL: GE24-matches-the-golden (6 difference(s): MISSING TOP.counter.next_count 1950011 (golden says 5) | MISSING TOP.counter.phase 1950011 (golden says 0) | MISSING TOP.counter.prev 1950011 (golden says 3) | EXTRA TOP.counter.next_count 1950012 (= 5) | EXTRA TOP.counter.phase 1950012 (= 0))
ok:   GE24c-one-picosecond-would-fail (72 measured)
ok:   GE25-half-toggles-once-at-1550012ps (got '0 1550012' want '0 1550012')
ok:   GE26-tc-fires-for-one-clock (got '0 1450012 1550012' want '0 1450012 1550012')
ok:   GE27-carry-fires-twice (got '0 650012 750012 1450012 1550012' want '0 650012 750012 1450012 1550012')
free_rawfile(): clearing data
free_rawfile(): clearing data
----
test_cosim_golden_e2e: 45 passed, 1 failed
RESULT: 1 FAILED (45 passed)

###### FAIL: test_lib_manager_gui ######
Using run time directory XSCHEM_SHAREDIR = /home/analog/dev/xschem-claude/src
Sourcing /home/analog/dev/xschem-claude/src/xschemrc init file
ok:   GUI1 three panes exist 
ok:   GUI2 library pane populated (=> 12 libs)
ok:   GUI3 cell+view panes start empty 
ok:   GUI4 selecting a library fills cells (=> 126 cells)
ok:   GUI5 switching library replaces cells (=> 74 cells)
ok:   GUI6 selecting a cell fills views (=> schematic symbol)
ok:   GUI7 current_cell resolves selection (=> examples cmos_inv)
